time,sigma_x,sigma_y,sigma_z,sigma_roll,sigma_pitch,sigma_yaw,sigma_vx,sigma_vy,sigma_vz
1244087401.167000,7.488262,2.156702,1.983997,0.584355,4.100915,3.101848,0.454974,0.384001,0.270499
1244087401.187000,7.486939,2.156423,1.984297,0.584553,4.100986,3.101734,0.454851,0.383893,0.270591
1244087401.207000,7.485616,2.156143,1.984602,0.584732,4.101075,3.101619,0.454725,0.383785,0.270713
1244087401.227000,7.484295,2.155863,1.984914,0.584912,4.101153,3.101508,0.454605,0.383678,0.270821
1244087401.247000,7.482975,2.155583,1.985230,0.585044,4.101235,3.101391,0.454481,0.383570,0.270963
1244087401.267000,7.481656,2.155303,1.985552,0.585203,4.101310,3.101276,0.454357,0.383462,0.271068
1244087401.287000,7.480337,2.155022,1.985880,0.585366,4.101380,3.101161,0.454236,0.383355,0.271164
1244087401.307000,7.479019,2.154741,1.986213,0.585550,4.101453,3.101047,0.454113,0.383247,0.271231
1244087401.327000,7.477703,2.154459,1.986551,0.585727,4.101519,3.100930,0.453993,0.383140,0.271309
1244087401.347000,7.476387,2.154178,1.986895,0.585922,4.101590,3.100814,0.453871,0.383033,0.271402
1244087421.617000,7.477048,2.154272,1.986357,0.585988,4.101638,3.100643,0.453785,0.382934,0.271342
1244087421.637000,7.477712,2.154370,1.985819,0.586043,4.101665,3.100472,0.453724,0.382834,0.271299
1244087421.657000,7.478378,2.154469,1.985281,0.586095,4.101711,3.100305,0.453638,0.382744,0.271255
1244087421.677000,7.479047,2.154570,1.984743,0.586119,4.101765,3.100137,0.453559,0.382646,0.271233
1244087421.697000,7.479718,2.154673,1.984206,0.586142,4.101823,3.099967,0.453487,0.382546,0.271203
1244087421.717000,7.480392,2.154777,1.983668,0.586180,4.101879,3.099801,0.453414,0.382453,0.271208
1244087421.737000,7.481068,2.154882,1.983131,0.586212,4.101940,3.099630,0.453334,0.382355,0.271205
1244087421.757000,7.481747,2.154990,1.982594,0.586256,4.101994,3.099457,0.453267,0.382256,0.271221
1244087421.777000,7.482428,2.155100,1.982057,0.586336,4.102048,3.099291,0.453195,0.382159,0.271262
1244087421.797000,7.483112,2.155212,1.981520,0.586431,4.102102,3.099125,0.453119,0.382064,0.271285
1244087421.817000,7.483798,2.155324,1.980983,0.586520,4.102160,3.098958,0.453054,0.381966,0.271328
1244087421.837000,7.484487,2.155438,1.980447,0.586604,4.102214,3.098791,0.452979,0.381872,0.271369
1244087421.857000,7.485179,2.155554,1.979910,0.586656,4.102259,3.098621,0.452915,0.381774,0.271398
1244087421.877000,7.485872,2.155672,1.979373,0.586701,4.102298,3.098453,0.452822,0.381682,0.271463
1244087421.897000,7.486569,2.155791,1.978836,0.586717,4.102338,3.098282,0.452742,0.381587,0.271493
1244087421.917000,7.487269,2.155910,1.978299,0.586747,4.102371,3.098112,0.452660,0.381492,0.271516
1244087421.937000,7.487971,2.156032,1.977761,0.586777,4.102387,3.097942,0.452573,0.381402,0.271508
1244087421.957000,7.488675,2.156156,1.977224,0.586806,4.102409,3.097768,0.452486,0.381309,0.271518
1244087421.977000,7.489382,2.156282,1.976687,0.586867,4.102427,3.097597,0.452420,0.381215,0.271551
1244087421.997000,7.490090,2.156410,1.976150,0.586952,4.102446,3.097429,0.452329,0.381121,0.271509
1244087422.017000,7.490802,2.156540,1.975612,0.587029,4.102465,3.097259,0.452256,0.381029,0.271511
1244087422.037000,7.491515,2.156671,1.975076,0.587133,4.102503,3.097098,0.452172,0.380933,0.271499
1244087422.057000,7.492231,2.156805,1.974539,0.587198,4.102520,3.096937,0.452095,0.380840,0.271482
1244087422.077000,7.492949,2.156941,1.974002,0.587237,4.102546,3.096774,0.452019,0.380743,0.271453
1244087422.097000,7.493669,2.157078,1.973465,0.587274,4.102573,3.096610,0.451927,0.380648,0.271429
1244087422.117000,7.494392,2.157218,1.972928,0.587308,4.102610,3.096447,0.451852,0.380556,0.271410
1244087422.137000,7.495118,2.157356,1.972391,0.587352,4.102625,3.096289,0.451765,0.380466,0.271419
1244087422.157000,7.495847,2.157497,1.971855,0.587392,4.102650,3.096125,0.451683,0.380369,0.271395
1244087422.177000,7.496578,2.157640,1.971318,0.587423,4.102659,3.095961,0.451591,0.380281,0.271432
1244087422.197000,7.497311,2.157784,1.970781,0.587435,4.102645,3.095794,0.451520,0.380189,0.271461
1244087422.217000,7.498047,2.157931,1.970244,0.587422,4.102629,3.095624,0.451432,0.380099,0.271438
1244087422.237000,7.498786,2.158078,1.969707,0.587424,4.102635,3.095455,0.451349,0.380008,0.271426
1244087422.257000,7.499527,2.158226,1.969169,0.587444,4.102624,3.095288,0.451268,0.379911,0.271380
1244087422.277000,7.500270,2.158376,1.968632,0.587447,4.102612,3.095117,0.451189,0.379822,0.271350
1244087422.297000,7.501016,2.158528,1.968095,0.587474,4.102612,3.094950,0.451110,0.379728,0.271329
1244087422.317000,7.501764,2.158683,1.967557,0.587480,4.102594,3.094776,0.451025,0.379641,0.271336
1244087422.337000,7.502516,2.158837,1.967020,0.587504,4.102613,3.094604,0.450955,0.379550,0.271307
1244087422.357000,7.503270,2.158993,1.966484,0.587534,4.102636,3.094435,0.450872,0.379466,0.271269
1244087422.377000,7.504026,2.159151,1.965947,0.587538,4.102675,3.094267,0.450789,0.379375,0.271222
1244087422.397000,7.504785,2.159311,1.965411,0.587554,4.102699,3.094100,0.450711,0.379286,0.271178
1244087422.417000,7.505546,2.159472,1.964875,0.587550,4.102733,3.093932,0.450637,0.379196,0.271160
1244087422.437000,7.506311,2.159633,1.964339,0.587547,4.102767,3.093761,0.450572,0.379101,0.271137
1244087422.457000,7.507079,2.159797,1.963803,0.587567,4.102798,3.093590,0.450501,0.379011,0.271102
1244087422.477000,7.507849,2.159962,1.963268,0.587576,4.102834,3.093420,0.450428,0.378921,0.271098
1244087422.497000,7.508621,2.160130,1.962732,0.587604,4.102883,3.093249,0.450351,0.378831,0.271096
1244087422.517000,7.509395,2.160300,1.962197,0.587621,4.102912,3.093072,0.450288,0.378739,0.271123
1244087422.537000,7.510173,2.160470,1.961663,0.587661,4.102960,3.092899,0.450220,0.378645,0.271137
1244087422.557000,7.510952,2.160642,1.961128,0.587718,4.103005,3.092728,0.450133,0.378557,0.271154
1244087422.577000,7.511734,2.160817,1.960594,0.587784,4.103053,3.092555,0.450075,0.378463,0.271157
1244087422.597000,7.512518,2.160994,1.960061,0.587881,4.103094,3.092388,0.450007,0.378373,0.271188
1244087422.617000,7.513304,2.161174,1.959527,0.587977,4.103147,3.092218,0.449937,0.378279,0.271215
1244087422.637000,7.514093,2.161357,1.958994,0.588110,4.103205,3.092051,0.449874,0.378189,0.271223
1244087422.657000,7.514884,2.161539,1.958461,0.588183,4.103271,3.091882,0.449794,0.378089,0.271253
1244087422.677000,7.515677,2.161724,1.957929,0.588219,4.103326,3.091712,0.449718,0.377997,0.271255
1244087422.697000,7.516473,2.161911,1.957397,0.588255,4.103373,3.091542,0.449646,0.377920,0.271298
1244087422.717000,7.517271,2.162101,1.956865,0.588297,4.103441,3.091376,0.449578,0.377825,0.271307
1244087422.737000,7.518073,2.162287,1.956334,0.588356,4.103490,3.091211,0.449505,0.377734,0.271366
1244087422.757000,7.518879,2.162476,1.955803,0.588436,4.103531,3.091042,0.449429,0.377649,0.271383
1244087422.777000,7.519687,2.162667,1.955273,0.588533,4.103544,3.090873,0.449360,0.377563,0.271452
1244087422.797000,7.520497,2.162862,1.954742,0.588663,4.103574,3.090707,0.449287,0.377470,0.271492
1244087422.817000,7.521309,2.163059,1.954213,0.588762,4.103577,3.090540,0.449208,0.377384,0.271484
1244087422.837000,7.522124,2.163255,1.953683,0.588889,4.103571,3.090378,0.449147,0.377293,0.271452
1244087422.857000,7.522942,2.163454,1.953154,0.588997,4.103586,3.090216,0.449061,0.377206,0.271435
1244087422.877000,7.523762,2.163656,1.952626,0.589058,4.103626,3.090048,0.448980,0.377115,0.271381
1244087422.897000,7.524584,2.163859,1.952098,0.589134,4.103632,3.089889,0.448903,0.377033,0.271358
1244087422.917000,7.525409,2.164064,1.951570,0.589179,4.103682,3.089727,0.448823,0.376946,0.271299
1244087422.937000,7.526239,2.164269,1.951043,0.589215,4.103723,3.089567,0.448747,0.376868,0.271317
1244087422.957000,7.527071,2.164476,1.950517,0.589273,4.103758,3.089408,0.448678,0.376793,0.271314
1244087422.977000,7.527905,2.164685,1.949990,0.589316,4.103808,3.089247,0.448614,0.376708,0.271305
1244087422.997000,7.528743,2.164897,1.949465,0.589382,4.103861,3.089084,0.448547,0.376624,0.271306
1244087423.017000,7.529583,2.165112,1.948940,0.589452,4.103906,3.088917,0.448485,0.376540,0.271311
1244087423.037000,7.530427,2.165326,1.948415,0.589525,4.103964,3.088746,0.448426,0.376457,0.271322
1244087423.057000,7.531273,2.165544,1.947891,0.589602,4.104028,3.088580,0.448366,0.376369,0.271388
1244087423.077000,7.532122,2.165763,1.947368,0.589653,4.104083,3.088409,0.448291,0.376287,0.271437
1244087423.097000,7.532973,2.165986,1.946845,0.589721,4.104142,3.088241,0.448235,0.376204,0.271519
1244087423.117000,7.533827,2.166210,1.946322,0.589777,4.104217,3.088072,0.448165,0.376114,0.271545
1244087423.137000,7.534684,2.166437,1.945800,0.589834,4.104280,3.087901,0.448106,0.376028,0.271602
1244087423.157000,7.535544,2.166664,1.945279,0.589901,4.104322,3.087731,0.448035,0.375944,0.271719
1244087423.177000,7.536406,2.166893,1.944758,0.589952,4.104376,3.087556,0.447963,0.375851,0.271725
1244087423.197000,7.537271,2.167125,1.944238,0.590021,4.104397,3.087381,0.447906,0.375766,0.271903
1244087423.217000,7.538137,2.167360,1.943719,0.590072,4.104433,3.087203,0.447836,0.375670,0.271941
1244087423.237000,7.539006,2.167598,1.943200,0.590141,4.104470,3.087027,0.447765,0.375579,0.271961
1244087423.257000,7.539877,2.167838,1.942682,0.590231,4.104500,3.086852,0.447719,0.375486,0.272055
1244087436.677000,7.539862,2.168149,1.942162,0.590488,4.104485,3.086651,0.447641,0.375388,0.272002
1244087436.697000,7.539849,2.168461,1.941643,0.590701,4.104452,3.086450,0.447567,0.375292,0.271931
1244087436.717000,7.539839,2.168776,1.941123,0.590941,4.104436,3.086248,0.447492,0.375196,0.271862
1244087436.737000,7.539831,2.169093,1.940605,0.591181,4.104413,3.086047,0.447417,0.375104,0.271789
1244087436.757000,7.539825,2.169412,1.940086,0.591456,4.104398,3.085849,0.447351,0.375010,0.271717
1244087436.777000,7.539822,2.169732,1.939568,0.591714,4.104375,3.085654,0.447284,0.374915,0.271646
1244087436.797000,7.539821,2.170055,1.939051,0.591923,4.104355,3.085457,0.447212,0.374822,0.271574
1244087436.817000,7.539823,2.170380,1.938534,0.592173,4.104350,3.085265,0.447137,0.374728,0.271503
1244087436.837000,7.539827,2.170708,1.938017,0.592390,4.104330,3.085068,0.447069,0.374635,0.271438
1244087436.857000,7.539834,2.171037,1.937501,0.592647,4.104324,3.084877,0.447005,0.374544,0.271371
1244087436.877000,7.539843,2.171367,1.936985,0.592919,4.104316,3.084691,0.446933,0.374450,0.271307
1244087436.897000,7.539855,2.171699,1.936469,0.593206,4.104304,3.084509,0.446873,0.374355,0.271247
1244087436.917000,7.539869,2.172033,1.935954,0.593492,4.104282,3.084329,0.446805,0.374261,0.271178
1244087436.937000,7.539887,2.172368,1.935440,0.593766,4.104279,3.084155,0.446738,0.374165,0.271113
1244087436.957000,7.539906,2.172705,1.934925,0.594021,4.104254,3.083986,0.446684,0.374067,0.271065
1244087436.977000,7.539929,2.173042,1.934412,0.594296,4.104219,3.083821,0.446623,0.373972,0.271001
1244087436.997000,7.539954,2.173381,1.933898,0.594570,4.104186,3.083663,0.446554,0.373876,0.270961
1244087437.017000,7.539981,2.173722,1.933385,0.594835,4.104114,3.083474,0.446498,0.373777,0.270906
1244087437.037000,7.540010,2.174066,1.932873,0.595102,4.104032,3.083272,0.446443,0.373679,0.270857
1244087437.057000,7.540040,2.174411,1.932361,0.595342,4.103962,3.083070,0.446364,0.373585,0.270786
1244087437.077000,7.540072,2.174757,1.931849,0.595581,4.103882,3.082870,0.446309,0.373488,0.270721
1244087437.097000,7.540105,2.175105,1.931338,0.595813,4.103797,3.082671,0.446243,0.373396,0.270650
1244087437.117000,7.540140,2.175453,1.930827,0.596065,4.103711,3.082474,0.446187,0.373300,0.270579
1244087437.137000,7.540177,2.175803,1.930317,0.596348,4.103636,3.082280,0.446124,0.373207,0.270510
1244087437.157000,7.540215,2.176153,1.929807,0.596581,4.103564,3.082086,0.446069,0.373117,0.270439
1244087437.177000,7.540256,2.176504,1.929298,0.596813,4.103504,3.081895,0.446013,0.373020,0.270367
1244087437.197000,7.540298,2.176857,1.928789,0.597040,4.103443,3.081704,0.445969,0.372925,0.270301
1244087437.217000,7.540341,2.177212,1.928280,0.597228,4.103385,3.081513,0.445919,0.372835,0.270230
1244087437.237000,7.540386,2.177568,1.927772,0.597400,4.103336,3.081323,0.445876,0.372742,0.270159
1244087437.257000,7.540432,2.177925,1.927265,0.597593,4.103293,3.081132,0.445817,0.372656,0.270088
1244087437.277000,7.540480,2.178284,1.926757,0.597769,4.103269,3.080941,0.445777,0.372566,0.270018
1244087450.057000,7.540699,2.178640,1.926527,0.597948,4.103334,3.080687,0.445703,0.372494,0.269956
1244087450.077000,7.540922,2.178997,1.926298,0.598131,4.103401,3.080436,0.445634,0.372423,0.269890
1244087450.097000,7.541148,2.179355,1.926071,0.598324,4.103473,3.080186,0.445561,0.372343,0.269831
1244087450.117000,7.541377,2.179714,1.925844,0.598520,4.103549,3.079940,0.445489,0.372272,0.269763
1244087450.137000,7.541608,2.180075,1.925618,0.598702,4.103616,3.079696,0.445420,0.372193,0.269696
1244087450.157000,7.541843,2.180437,1.925392,0.598878,4.103671,3.079453,0.445367,0.372116,0.269625
1244087450.177000,7.542081,2.180799,1.925167,0.599055,4.103733,3.079215,0.445283,0.372042,0.269569
1244087450.197000,7.542322,2.181163,1.924941,0.599209,4.103784,3.078977,0.445207,0.371966,0.269499
1244087450.217000,7.542566,2.181528,1.924716,0.599353,4.103838,3.078742,0.445136,0.371887,0.269431
1244087450.237000,7.542813,2.181894,1.924490,0.599512,4.103886,3.078509,0.445064,0.371807,0.269361
1244087450.257000,7.543064,2.182260,1.924264,0.599700,4.103936,3.078280,0.445000,0.371727,0.269291
1244087450.277000,7.543318,2.182626,1.924038,0.599897,4.103969,3.078055,0.444944,0.371644,0.269221
1244087450.297000,7.543575,2.182992,1.923812,0.600082,4.104016,3.077832,0.444887,0.371563,0.269161
1244087450.317000,7.543835,2.183360,1.923586,0.600246,4.104062,3.077609,0.444830,0.371479,0.269095
1244087450.339000,7.544099,2.183728,1.923361,0.600382,4.104113,3.077383,0.444773,0.371393,0.269034
1244087450.367000,7.544368,2.184097,1.923136,0.600519,4.104167,3.077158,0.444717,0.371314,0.268970
1244087450.387000,7.544640,2.184466,1.922911,0.600677,4.104225,3.076935,0.444669,0.371229,0.268900
1244087450.407000,7.544915,2.184835,1.922687,0.600847,4.104276,3.076715,0.444622,0.371143,0.268830
1244087450.427000,7.545193,2.185205,1.922464,0.601006,4.104341,3.076496,0.444568,0.371057,0.268765
1244087450.449000,7.545475,2.185577,1.922242,0.601149,4.104401,3.076275,0.444528,0.370972,0.268696
1244087450.477000,7.545761,2.185947,1.922021,0.601307,4.104473,3.076055,0.444480,0.370885,0.268635
1244087450.497000,7.546051,2.186319,1.921800,0.601440,4.104539,3.075836,0.444436,0.370798,0.268567
1244087450.517000,7.546344,2.186691,1.921579,0.601563,4.104611,3.075616,0.444387,0.370710,0.268501
1244087450.537000,7.546640,2.187064,1.921359,0.601692,4.104669,3.075396,0.444349,0.370625,0.268432
1244087450.557000,7.546940,2.187436,1.921138,0.601851,4.104727,3.075180,0.444303,0.370537,0.268363
1244087450.577000,7.547243,2.187809,1.920916,0.601991,4.104775,3.074965,0.444266,0.370448,0.268295
1244087450.597000,7.547550,2.188181,1.920694,0.602169,4.104813,3.074756,0.444236,0.370361,0.268226
1244087450.617000,7.547860,2.188555,1.920471,0.602311,4.104845,3.074541,0.444210,0.370271,0.268159
1244087450.637000,7.548175,2.188931,1.920247,0.602438,4.104867,3.074327,0.444187,0.370184,0.268090
1244087450.657000,7.548492,2.189307,1.920023,0.602565,4.104907,3.074113,0.444155,0.370102,0.268029
1244087450.677000,7.548814,2.189684,1.919798,0.602667,4.104944,3.073898,0.444133,0.370015,0.267962
1244087653.021000,7.551556,2.189680,1.919599,0.602661,4.104881,3.073702,0.444039,0.369920,0.267945
1244087653.041000,7.554295,2.189678,1.919398,0.602650,4.104817,3.073505,0.443947,0.369828,0.267929
1244087653.061000,7.557032,2.189677,1.919195,0.602630,4.104761,3.073308,0.443850,0.369734,0.267890
1244087653.081000,7.559766,2.189678,1.918991,0.602605,4.104706,3.073111,0.443758,0.369640,0.267854
1244087653.101000,7.562497,2.189681,1.918786,0.602584,4.104656,3.072913,0.443666,0.369547,0.267811
1244087653.121000,7.565227,2.189685,1.918580,0.602566,4.104610,3.072717,0.443573,0.369452,0.267761
1244087653.141000,7.567953,2.189691,1.918374,0.602554,4.104572,3.072522,0.443484,0.369359,0.267727
1244087653.161000,7.570677,2.189700,1.918167,0.602549,4.104539,3.072324,0.443396,0.369265,0.267691
1244087653.181000,7.573398,2.189710,1.917960,0.602552,4.104505,3.072129,0.443306,0.369171,0.267652
1244087653.201000,7.576117,2.189722,1.917752,0.602546,4.104472,3.071936,0.443217,0.369078,0.267631
1244087653.221000,7.578833,2.189736,1.917543,0.602536,4.104439,3.071743,0.443129,0.368985,0.267601
1244087653.241000,7.581547,2.189751,1.917333,0.602542,4.104409,3.071551,0.443038,0.368893,0.267580
1244087653.261000,7.584258,2.189768,1.917123,0.602544,4.104377,3.071356,0.442950,0.368800,0.267561
1244087653.281000,7.586967,2.189787,1.916911,0.602553,4.104340,3.071165,0.442864,0.368707,0.267556
1244087653.301000,7.589674,2.189808,1.916698,0.602552,4.104296,3.070971,0.442778,0.368615,0.267557
1244087653.321000,7.592379,2.189830,1.916483,0.602554,4.104255,3.070776,0.442692,0.368522,0.267546
1244087653.343000,7.595082,2.189855,1.916267,0.602551,4.104212,3.070581,0.442606,0.368430,0.267540
1244087653.371000,7.597783,2.189882,1.916048,0.602550,4.104166,3.070389,0.442520,0.368338,0.267531
1244087653.391000,7.600482,2.189910,1.915828,0.602553,4.104121,3.070198,0.442432,0.368245,0.267520
1244087653.411000,7.603178,2.189940,1.915606,0.602550,4.104077,3.070007,0.442348,0.368152,0.267514
1244087653.431000,7.605873,2.189973,1.915382,0.602550,4.104033,3.069817,0.442261,0.368061,0.267514
1244087653.453000,7.608565,2.190007,1.915157,0.602551,4.103992,3.069625,0.442175,0.367967,0.267501
1244087653.481000,7.611255,2.190044,1.914930,0.602546,4.103952,3.069432,0.442088,0.367874,0.267483
1244087653.501000,7.613942,2.190083,1.914701,0.602536,4.103907,3.069238,0.442001,0.367780,0.267473
1244087653.521000,7.616626,2.190124,1.914470,0.602532,4.103858,3.069046,0.441910,0.367686,0.267458
1244087653.541000,7.619309,2.190166,1.914237,0.602522,4.103812,3.068854,0.441822,0.367593,0.267445
1244087653.561000,7.621988,2.190210,1.914003,0.602519,4.103769,3.068662,0.441733,0.367499,0.267428
1244087653.581000,7.624665,2.190256,1.913767,0.602511,4.103727,3.068468,0.441647,0.367406,0.267418
1244087653.601000,7.627340,2.190304,1.913528,0.602515,4.103678,3.068278,0.441557,0.367313,0.267413
1244087653.621000,7.630011,2.190354,1.913288,0.602507,4.103632,3.068086,0.441471,0.367221,0.267402
1244087658.040000,7.633176,2.190288,1.912959,0.602457,4.103651,3.067923,0.441388,0.367139,0.267390
1244087658.060000,7.636338,2.190225,1.912628,0.602405,4.103664,3.067760,0.441308,0.367059,0.267395
1244087658.080000,7.639499,2.190163,1.912298,0.602356,4.103680,3.067598,0.441219,0.366976,0.267385
1244087658.100000,7.642658,2.190102,1.911966,0.602299,4.103697,3.067437,0.441139,0.366899,0.267414
1244087658.120000,7.645815,2.190043,1.911633,0.602235,4.103719,3.067276,0.441057,0.366820,0.267456
1244087658.140000,7.648971,2.189986,1.911299,0.602180,4.103726,3.067113,0.440976,0.366743,0.267533
1244087658.160000,7.652126,2.189930,1.910962,0.602134,4.103733,3.066953,0.440893,0.366665,0.267581
1244087658.180000,7.655279,2.189876,1.910624,0.602083,4.103734,3.066789,0.440816,0.366584,0.267642
