time,sigma_x,sigma_y,sigma_z,sigma_roll,sigma_pitch,sigma_yaw,sigma_vx,sigma_vy,sigma_vz
1244086695.275000,10.210466,1.852307,2.387486,0.285694,3.937716,2.781926,0.218461,0.448294,0.191001
1244086695.295000,10.206921,1.850764,2.385621,0.285425,3.938249,2.782642,0.218254,0.447977,0.191054
1244086695.315000,10.203392,1.849218,2.383756,0.285150,3.938814,2.783357,0.218044,0.447667,0.191068
1244086695.335000,10.199878,1.847668,2.381892,0.284882,3.939348,2.784058,0.217832,0.447329,0.191156
1244086695.355000,10.196376,1.846117,2.380028,0.284632,3.939893,2.784759,0.217621,0.446998,0.191185
1244086695.375000,10.192890,1.844563,2.378166,0.284400,3.940394,2.785439,0.217416,0.446681,0.191281
1244086695.395000,10.189418,1.843006,2.376306,0.284159,3.940895,2.786114,0.217201,0.446385,0.191357
1244086695.415000,10.185963,1.841446,2.374445,0.283906,3.941432,2.786785,0.216992,0.446105,0.191387
1244086695.435000,10.182522,1.839884,2.372587,0.283653,3.941952,2.787450,0.216782,0.445825,0.191357
1244086695.455000,10.179096,1.838318,2.370729,0.283395,3.942477,2.788126,0.216569,0.445534,0.191367
1244086695.475000,10.175686,1.836750,2.368874,0.283138,3.942959,2.788791,0.216358,0.445270,0.191448
1244086695.495000,10.172292,1.835179,2.367019,0.282890,3.943440,2.789454,0.216142,0.445009,0.191410
1244086695.515000,10.168913,1.833606,2.365167,0.282620,3.943932,2.790120,0.215927,0.444756,0.191432
1244086695.535000,10.165550,1.832030,2.363315,0.282358,3.944437,2.790789,0.215712,0.444506,0.191444
1244086695.555000,10.162202,1.830453,2.361464,0.282091,3.944930,2.791460,0.215500,0.444251,0.191513
1244086695.575000,10.158870,1.828873,2.359615,0.281820,3.945385,2.792131,0.215287,0.443969,0.191604
1244086695.595000,10.155553,1.827291,2.357767,0.281544,3.945848,2.792807,0.215075,0.443707,0.191574
1244086695.615000,10.152253,1.825707,2.355922,0.281269,3.946348,2.793472,0.214862,0.443454,0.191543
1244086695.635000,10.148966,1.824121,2.354077,0.280997,3.946832,2.794134,0.214651,0.443180,0.191714
1244086695.655000,10.145695,1.822534,2.352233,0.280725,3.947291,2.794806,0.214440,0.442931,0.191866
1244086695.675000,10.142440,1.820945,2.350392,0.280455,3.947723,2.795463,0.214239,0.442684,0.191885
1244086695.695000,10.139200,1.819353,2.348553,0.280185,3.948151,2.796125,0.214030,0.442487,0.191867
1244086695.715000,10.135978,1.817760,2.346715,0.279913,3.948595,2.796793,0.213826,0.442268,0.191918
1244086695.735000,10.132771,1.816166,2.344878,0.279641,3.949067,2.797470,0.213620,0.442064,0.191893
1244086695.755000,10.129579,1.814571,2.343043,0.279370,3.949520,2.798141,0.213445,0.441853,0.191882
1244086695.775000,10.126404,1.812976,2.341209,0.279099,3.949963,2.798824,0.213244,0.441650,0.191845
1244086695.795000,10.123244,1.811378,2.339378,0.278828,3.950397,2.799497,0.213041,0.441401,0.191848
1244086695.815000,10.120100,1.809780,2.337548,0.278558,3.950875,2.800170,0.212836,0.441189,0.191789
1244086695.835000,10.116972,1.808181,2.335719,0.278290,3.951359,2.800844,0.212635,0.440983,0.191705
1244086695.855000,10.113857,1.806582,2.333892,0.278021,3.951796,2.801526,0.212432,0.440759,0.191672
1244086695.875000,10.110757,1.804982,2.332067,0.277755,3.952200,2.802198,0.212230,0.440522,0.191668
1244086695.895000,10.107672,1.803382,2.330243,0.277490,3.952625,2.802869,0.212027,0.440303,0.191652
1244086695.915000,10.104602,1.801781,2.328421,0.277228,3.953034,2.803535,0.211827,0.440136,0.191637
1244086695.935000,10.101546,1.800179,2.326601,0.276965,3.953456,2.804198,0.211625,0.439946,0.191570
1244086695.955000,10.098503,1.798578,2.324783,0.276714,3.953876,2.804859,0.211424,0.439778,0.191559
1244086695.975000,10.095475,1.796976,2.322967,0.276464,3.954302,2.805520,0.211225,0.439607,0.191473
1244086695.995000,10.092461,1.795373,2.321153,0.276205,3.954714,2.806176,0.211030,0.439443,0.191477
1244086696.015000,10.089463,1.793770,2.319340,0.275942,3.955178,2.806845,0.210830,0.439268,0.191542
1244086696.035000,10.086478,1.792167,2.317529,0.275683,3.955672,2.807524,0.210638,0.439132,0.191495
1244086696.055000,10.083505,1.790564,2.315719,0.275422,3.956160,2.808198,0.210444,0.438941,0.191469
1244086696.075000,10.080544,1.788961,2.313912,0.275163,3.956631,2.808869,0.210253,0.438778,0.191463
1244086696.095000,10.077596,1.787358,2.312107,0.274912,3.957107,2.809528,0.210061,0.438643,0.191413
1244086696.115000,10.074660,1.785755,2.310305,0.274656,3.957558,2.810180,0.209875,0.438506,0.191404
1244086696.135000,10.071736,1.784151,2.308505,0.274405,3.957977,2.810827,0.209697,0.438354,0.191447
1244086696.155000,10.068823,1.782549,2.306708,0.274151,3.958395,2.811482,0.209523,0.438237,0.191464
1244086696.175000,10.065921,1.780946,2.304914,0.273900,3.958824,2.812126,0.209333,0.438105,0.191434
1244086696.195000,10.063030,1.779345,2.303122,0.273649,3.959239,2.812798,0.209151,0.437990,0.191413
1244086696.215000,10.060152,1.777743,2.301333,0.273414,3.959694,2.813475,0.208967,0.437872,0.191314
1244086743.124000,10.056393,1.777068,2.299609,0.274215,3.960255,2.814687,0.210842,0.438210,0.191466
1244086743.144000,10.052624,1.776413,2.297885,0.274944,3.960770,2.815874,0.212512,0.438589,0.191643
1244086743.164000,10.048846,1.775780,2.296160,0.275639,3.961331,2.817054,0.214223,0.438972,0.191979
1244086743.184000,10.045062,1.775170,2.294433,0.276518,3.961953,2.818257,0.215373,0.439259,0.191966
1244086743.204000,10.041271,1.774579,2.292703,0.277395,3.962604,2.819441,0.216838,0.439763,0.192060
1244086743.224000,10.037473,1.774010,2.290972,0.278306,3.963273,2.820597,0.218491,0.440143,0.192335
1244086743.244000,10.033668,1.773463,2.289238,0.279349,3.963933,2.821749,0.219943,0.440496,0.192759
1244086743.264000,10.029855,1.772938,2.287502,0.280324,3.964541,2.822892,0.221705,0.440961,0.193334
1244086743.284000,10.026032,1.772436,2.285763,0.281237,3.965194,2.824021,0.223272,0.441547,0.193813
1244086743.304000,10.022200,1.771956,2.284021,0.282219,3.965775,2.825133,0.224841,0.441966,0.194392
1244086743.326000,10.018358,1.771500,2.282276,0.283113,3.966343,2.826221,0.226378,0.442416,0.195001
1244086743.354000,10.014502,1.771068,2.280526,0.283972,3.966877,2.827334,0.227754,0.442764,0.195656
1244086743.374000,10.010638,1.770659,2.278774,0.284760,3.967359,2.828432,0.229276,0.443203,0.196362
1244086743.394000,10.006766,1.770271,2.277020,0.285591,3.967865,2.829531,0.230679,0.443636,0.197045
1244086743.414000,10.002888,1.769902,2.275264,0.286376,3.968366,2.830625,0.232056,0.444053,0.197870
1244086743.436000,9.999001,1.769557,2.273507,0.287073,3.968792,2.831717,0.233524,0.444490,0.198602
1244086743.464000,9.995097,1.769243,2.271746,0.287716,3.969261,2.832795,0.234863,0.444937,0.199031
1244086743.484000,9.991186,1.768951,2.269985,0.288432,3.969707,2.833862,0.236245,0.445396,0.199461
1244086743.504000,9.987267,1.768680,2.268223,0.289245,3.970168,2.834930,0.237580,0.445838,0.199803
1244086743.524000,9.983343,1.768429,2.266460,0.290011,3.970584,2.835990,0.238913,0.446309,0.200375
1244086743.544000,9.979411,1.768199,2.264697,0.290850,3.971006,2.837052,0.240228,0.446789,0.200795
1244086743.564000,9.975472,1.767992,2.262934,0.291550,3.971441,2.838106,0.241488,0.447232,0.201244
1244086743.584000,9.971526,1.767808,2.261170,0.292280,3.971844,2.839168,0.242842,0.447705,0.201734
1244086743.604000,9.967573,1.767646,2.259406,0.292873,3.972291,2.840209,0.244150,0.448132,0.202483
1244086743.624000,9.963616,1.767503,2.257640,0.293486,3.972733,2.841234,0.245388,0.448603,0.203349
1244086743.644000,9.959651,1.767382,2.255874,0.294134,3.973149,2.842271,0.246451,0.448996,0.203770
1244086743.664000,9.955680,1.767284,2.254108,0.294780,3.973560,2.843287,0.247485,0.449403,0.204348
1244086743.684000,9.951703,1.767208,2.252342,0.295493,3.974000,2.844310,0.248626,0.449835,0.204818
1244086743.704000,9.947720,1.767155,2.250575,0.296244,3.974448,2.845352,0.249715,0.450332,0.205362
1244086743.726000,9.943731,1.767123,2.248806,0.296901,3.974900,2.846369,0.250748,0.450766,0.206086
1244086743.754000,9.939728,1.767124,2.247034,0.297463,3.975363,2.847378,0.251735,0.451147,0.206760
1244086743.774000,9.935720,1.767148,2.245262,0.297952,3.975822,2.848378,0.252813,0.451569,0.207686
1244086743.794000,9.931707,1.767193,2.243488,0.298408,3.976267,2.849352,0.253856,0.451942,0.208303
1244086743.814000,9.927690,1.767258,2.241713,0.299057,3.976747,2.850347,0.254858,0.452406,0.209221
1244086743.836000,9.923666,1.767348,2.239937,0.299905,3.977209,2.851364,0.255797,0.452785,0.209909
1244086743.864000,9.919630,1.767472,2.238159,0.300554,3.977677,2.852351,0.256772,0.453234,0.210328
1244086743.884000,9.915588,1.767618,2.236380,0.301280,3.978155,2.853339,0.257759,0.453721,0.210914
1244086743.904000,9.911541,1.767787,2.234602,0.301941,3.978535,2.854312,0.258590,0.454226,0.211433
1244086743.924000,9.907490,1.767975,2.232824,0.302598,3.978965,2.855282,0.259544,0.454614,0.211982
1244086743.944000,9.903433,1.768187,2.231046,0.303277,3.979378,2.856254,0.260550,0.455132,0.212746
1244086743.964000,9.899372,1.768421,2.229268,0.303882,3.979743,2.857206,0.261622,0.455633,0.213370
1244086743.984000,9.895304,1.768680,2.227490,0.304438,3.980178,2.858171,0.262693,0.456005,0.214308
1244086744.004000,9.891232,1.768961,2.225713,0.305092,3.980509,2.859117,0.263549,0.456546,0.214974
1244086744.026000,9.887154,1.769264,2.223936,0.305972,3.980966,2.860092,0.265205,0.457282,0.215466
1244086744.046000,9.883068,1.769592,2.222159,0.306894,3.981447,2.861068,0.266473,0.457913,0.216308
1244086744.074000,9.878967,1.769955,2.220381,0.307836,3.981957,2.862057,0.267724,0.458469,0.216798
1244086744.094000,9.874859,1.770342,2.218603,0.308614,3.982462,2.863024,0.268890,0.458964,0.217396
1244086744.114000,9.870745,1.770752,2.216826,0.309307,3.982967,2.863966,0.270231,0.459657,0.217983
1244086744.136000,9.866624,1.771181,2.215049,0.310106,3.983533,2.864910,0.271530,0.460167,0.218633
1244086744.164000,9.862488,1.771644,2.213270,0.310801,3.984015,2.865831,0.272811,0.460678,0.219451
1244086744.184000,9.858344,1.772128,2.211492,0.311457,3.984505,2.866733,0.274191,0.461274,0.220544
1244086744.206000,9.854193,1.772637,2.209714,0.312223,3.985007,2.867636,0.275437,0.461817,0.221371
1244086744.236000,9.850026,1.773176,2.207934,0.313035,3.985518,2.868525,0.276809,0.462438,0.222399
1244086744.256000,9.845852,1.773738,2.206154,0.313928,3.986014,2.869395,0.278062,0.462974,0.223278
1244086744.276000,9.841671,1.774321,2.204376,0.314773,3.986480,2.870258,0.279466,0.463652,0.224039
1244086744.304000,9.837476,1.774936,2.202597,0.315671,3.986982,2.871117,0.280704,0.464207,0.224562
1244086744.326000,9.833274,1.775570,2.200818,0.316491,3.987508,2.871969,0.281929,0.464737,0.225263
1244086744.356000,9.829055,1.776237,2.199039,0.317271,3.987990,2.872822,0.283286,0.465303,0.225927
1244086744.376000,9.824829,1.776928,2.197261,0.317882,3.988464,2.873659,0.284617,0.465766,0.226753
1244086744.396000,9.820597,1.777640,2.195484,0.318528,3.988962,2.874490,0.286163,0.466199,0.227781
1244086744.424000,9.816352,1.778376,2.193708,0.319174,3.989402,2.875299,0.287860,0.466776,0.228567
1244086744.444000,9.812098,1.779136,2.191932,0.320007,3.989934,2.876129,0.289218,0.467223,0.229475
1244086744.464000,9.807839,1.779915,2.190158,0.320706,3.990376,2.876923,0.290570,0.467851,0.230175
1244086744.484000,9.803571,1.780717,2.188386,0.321530,3.990836,2.877733,0.291991,0.468453,0.230673
1244086744.504000,9.799297,1.781541,2.186616,0.322292,3.991306,2.878545,0.293248,0.468951,0.231364
1244086744.524000,9.795015,1.782387,2.184848,0.322935,3.991754,2.879353,0.294613,0.469513,0.232166
1244086744.544000,9.790727,1.783255,2.183082,0.323682,3.992218,2.880164,0.295946,0.470023,0.232837
1244086744.566000,9.786429,1.784148,2.181317,0.324214,3.992668,2.880963,0.297174,0.470647,0.233467
1244086744.586000,9.782125,1.785064,2.179554,0.324798,3.993118,2.881780,0.298468,0.471187,0.234030
1244086744.614000,9.777806,1.786013,2.177793,0.325242,3.993578,2.882586,0.299759,0.471773,0.234592
1244086744.636000,9.773481,1.786976,2.176033,0.325809,3.994035,2.883388,0.301239,0.472420,0.235724
1244086744.656000,9.769149,1.787963,2.174275,0.326403,3.994517,2.884185,0.302519,0.473053,0.236120
1244086744.676000,9.764809,1.788975,2.172520,0.326990,3.994972,2.884992,0.303831,0.473663,0.236783
1244086744.704000,9.760455,1.790023,2.170766,0.327471,3.995400,2.885776,0.305139,0.474345,0.237621
1244086744.724000,9.756097,1.791087,2.169014,0.327990,3.995876,2.886575,0.306489,0.474974,0.238474
1244086744.744000,9.751731,1.792176,2.167264,0.328644,3.996384,2.887381,0.307853,0.475518,0.239239
1244086744.764000,9.747358,1.793291,2.165517,0.329293,3.996850,2.888187,0.309177,0.476221,0.240138
1244086744.784000,9.742978,1.794432,2.163772,0.329932,3.997378,2.889002,0.310498,0.476867,0.240719
1244086744.806000,9.738589,1.795601,2.162030,0.330486,3.997919,2.889805,0.311665,0.477536,0.241278
1244086744.826000,9.734194,1.796797,2.160291,0.331222,3.998434,2.890623,0.312932,0.478192,0.242008
1244086744.856000,9.729788,1.798016,2.158553,0.331759,3.998932,2.891417,0.314172,0.478891,0.242745
1244086744.876000,9.725375,1.799261,2.156818,0.332415,3.999476,2.892219,0.315418,0.479565,0.243453
1244086744.904000,9.720947,1.800544,2.155085,0.333038,3.999986,2.893023,0.316764,0.480300,0.244555
1244086744.926000,9.716512,1.801856,2.153355,0.333698,4.000521,2.893811,0.317956,0.480903,0.245285
1244086744.954000,9.712063,1.803207,2.151628,0.334382,4.001026,2.894591,0.319269,0.481538,0.246054
1244086744.974000,9.707607,1.804583,2.149904,0.334981,4.001518,2.895347,0.320506,0.482251,0.247069
1244086744.996000,9.703144,1.805987,2.148183,0.335600,4.002030,2.896098,0.321817,0.482991,0.247737
1244086745.016000,9.698674,1.807417,2.146466,0.336309,4.002539,2.896845,0.322974,0.483678,0.248404
1244086745.036000,9.694199,1.808869,2.144753,0.336920,4.003073,2.897567,0.324073,0.484323,0.249346
1244086745.066000,9.689716,1.810342,2.143042,0.337750,4.003561,2.898312,0.325104,0.484908,0.249974
1244086745.094000,9.685220,1.811850,2.141336,0.338456,4.004092,2.899043,0.326075,0.485590,0.250634
1244086745.114000,9.680719,1.813381,2.139633,0.339142,4.004605,2.899771,0.327036,0.486087,0.251399
1244086745.136000,9.676216,1.814929,2.137934,0.339778,4.005097,2.900491,0.327955,0.486644,0.252039
1244086745.156000,9.671708,1.816498,2.136239,0.340369,4.005606,2.901204,0.328878,0.487116,0.252705
1244086745.176000,9.667196,1.818091,2.134549,0.340965,4.006128,2.901912,0.329715,0.487716,0.253394
1244086745.204000,9.662674,1.819718,2.132863,0.341582,4.006638,2.902619,0.330589,0.488277,0.254204
1244086745.226000,9.658147,1.821369,2.131181,0.342197,4.007097,2.903318,0.331533,0.488824,0.255076
1244086745.256000,9.653610,1.823049,2.129504,0.342973,4.007582,2.904036,0.332441,0.489353,0.255817
1244086745.276000,9.649070,1.824749,2.127832,0.343535,4.008042,2.904722,0.333326,0.490015,0.256801
1244086745.296000,9.644527,1.826472,2.126164,0.344213,4.008505,2.905404,0.334240,0.490518,0.257417
1244086745.316000,9.639981,1.828217,2.124501,0.344907,4.008970,2.906094,0.335129,0.491168,0.258351
1244086745.336000,9.635433,1.829972,2.122843,0.345499,4.009469,2.906783,0.335911,0.491671,0.258720
1244086745.356000,9.630882,1.831750,2.121189,0.346139,4.009901,2.907469,0.336849,0.492117,0.259599
1244086745.376000,9.626328,1.833548,2.119541,0.346768,4.010344,2.908155,0.337664,0.492623,0.260244
1244086745.396000,9.621770,1.835369,2.117897,0.347427,4.010766,2.908852,0.338439,0.493120,0.260823
1244086745.424000,9.617204,1.837222,2.116259,0.348062,4.011177,2.909549,0.339244,0.493651,0.261618
1244086745.446000,9.612635,1.839089,2.114627,0.348708,4.011583,2.910239,0.340075,0.494145,0.262397
1244086745.476000,9.608056,1.840993,2.113000,0.349415,4.011978,2.910935,0.340906,0.494617,0.263214
1244086745.496000,9.603474,1.842919,2.111378,0.350112,4.012360,2.911633,0.341687,0.495101,0.263835
1244086745.526000,9.598881,1.844882,2.109763,0.350673,4.012714,2.912339,0.342484,0.495642,0.264632
1244086745.546000,9.594288,1.846853,2.108153,0.351162,4.013054,2.913017,0.343348,0.496171,0.265540
1244086745.576000,9.589684,1.848861,2.106549,0.351656,4.013398,2.913710,0.344164,0.496689,0.266170
1244086745.596000,9.585078,1.850891,2.104951,0.352136,4.013782,2.914400,0.344991,0.497138,0.266755
1244086745.616000,9.580469,1.852943,2.103359,0.352735,4.014148,2.915099,0.345783,0.497681,0.267514
1244086745.636000,9.575857,1.855017,2.101772,0.353374,4.014562,2.915802,0.346538,0.498151,0.268021
1244086745.664000,9.571239,1.857113,2.100192,0.353978,4.015002,2.916513,0.347294,0.498615,0.268598
1244086745.684000,9.566619,1.859229,2.098618,0.354481,4.015470,2.917217,0.348006,0.499142,0.268917
1244086745.706000,9.561995,1.861371,2.097051,0.354883,4.015903,2.917916,0.348724,0.499590,0.269408
1244086745.726000,9.557371,1.863519,2.095491,0.355194,4.016361,2.918622,0.349487,0.500069,0.269993
1244086745.746000,9.552744,1.865688,2.093937,0.355556,4.016780,2.919316,0.350290,0.500465,0.270883
1244086745.766000,9.548115,1.867878,2.092389,0.356019,4.017231,2.920022,0.351092,0.500946,0.271785
1244086745.794000,9.543477,1.870099,2.090850,0.356422,4.017630,2.920694,0.351894,0.501416,0.272660
1244086745.816000,9.538836,1.872345,2.089318,0.356944,4.018061,2.921377,0.352658,0.501826,0.273549
1244086745.836000,9.534193,1.874611,2.087794,0.357437,4.018472,2.922050,0.353398,0.502293,0.274633
1244086745.866000,9.529540,1.876914,2.086277,0.358008,4.018881,2.922716,0.354201,0.502786,0.275574
1244086745.886000,9.524886,1.879235,2.084768,0.358444,4.019246,2.923359,0.354923,0.503269,0.276295
1244086745.906000,9.520229,1.881576,2.083266,0.358979,4.019658,2.924007,0.355651,0.503660,0.276947
1244086745.926000,9.515571,1.883940,2.081770,0.359618,4.020013,2.924660,0.356413,0.504196,0.277930
1244086745.946000,9.510916,1.886292,2.080282,0.360082,4.020414,2.925299,0.357180,0.504551,0.278595
1244086745.966000,9.506259,1.888666,2.078802,0.360495,4.020774,2.925933,0.358020,0.504996,0.279383
1244086745.986000,9.501600,1.891058,2.077328,0.361037,4.021179,2.926583,0.358685,0.505427,0.280092
1244086746.006000,9.496940,1.893470,2.075862,0.361524,4.021566,2.927224,0.359372,0.505939,0.280816
1244086746.026000,9.492280,1.895887,2.074403,0.362007,4.021973,2.927864,0.360141,0.506371,0.281311
1244086746.046000,9.487619,1.898323,2.072952,0.362491,4.022344,2.928502,0.360878,0.506826,0.281929
1244086746.076000,9.482949,1.900793,2.071509,0.363045,4.022769,2.929145,0.361628,0.507274,0.282680
1244086746.096000,9.478277,1.903283,2.070074,0.363603,4.023199,2.929788,0.362375,0.507700,0.283248
1244086746.126000,9.473596,1.905807,2.068648,0.364031,4.023616,2.930427,0.363093,0.508128,0.283796
1244086746.146000,9.468917,1.908334,2.067231,0.364382,4.024040,2.931056,0.363785,0.508544,0.284202
1244086746.176000,9.464229,1.910895,2.065825,0.364775,4.024475,2.931690,0.364520,0.508960,0.284695
1244086746.196000,9.459539,1.913475,2.064426,0.365168,4.024881,2.932318,0.365238,0.509361,0.285483
1244086746.216000,9.454848,1.916074,2.063036,0.365592,4.025287,2.932949,0.365984,0.509770,0.286129
1244086746.236000,9.450158,1.918675,2.061654,0.365984,4.025682,2.933583,0.366687,0.510223,0.286629
1244086746.256000,9.445466,1.921295,2.060281,0.366323,4.026058,2.934213,0.367416,0.510618,0.287471
1244086746.276000,9.440773,1.923933,2.058916,0.366658,4.026410,2.934827,0.368125,0.511027,0.288159
1244086746.304000,9.436073,1.926602,2.057562,0.367019,4.026819,2.935449,0.368809,0.511434,0.288621
1244086746.326000,9.431370,1.929294,2.056216,0.367542,4.027171,2.936075,0.369588,0.511864,0.289317
1244086746.346000,9.426665,1.932005,2.054878,0.368145,4.027564,2.936706,0.370296,0.512286,0.289752
1244086746.376000,9.421953,1.934752,2.053552,0.368622,4.027947,2.937342,0.371020,0.512687,0.290349
1244086746.396000,9.417238,1.937518,2.052233,0.369055,4.028303,2.937989,0.371757,0.513103,0.290981
1244086746.416000,9.412522,1.940302,2.050924,0.369395,4.028713,2.938628,0.372485,0.513493,0.291476
1244086746.436000,9.407811,1.943071,2.049625,0.369697,4.029118,2.939274,0.373237,0.513908,0.292307
1244086746.456000,9.403097,1.945859,2.048336,0.370028,4.029510,2.939930,0.374013,0.514287,0.292967
1244086746.476000,9.398382,1.948666,2.047056,0.370355,4.029907,2.940585,0.374718,0.514702,0.293625
1244086746.496000,9.393664,1.951493,2.045784,0.370775,4.030259,2.941243,0.375474,0.515114,0.294452
1244086746.526000,9.388939,1.954358,2.044525,0.371251,4.030651,2.941899,0.376211,0.515557,0.295085
1244086746.546000,9.384212,1.957241,2.043275,0.371684,4.031010,2.942540,0.376971,0.515982,0.295839
1244086746.566000,9.379483,1.960148,2.042033,0.372246,4.031399,2.943194,0.377720,0.516439,0.296418
1244086746.586000,9.374752,1.963074,2.040802,0.372749,4.031787,2.943851,0.378444,0.516884,0.297075
1244086746.606000,9.370020,1.966020,2.039579,0.373178,4.032133,2.944497,0.379179,0.517346,0.297798
1244086746.626000,9.365286,1.968987,2.038366,0.373652,4.032500,2.945155,0.379962,0.517702,0.298429
1244086746.646000,9.360557,1.971935,2.037164,0.373958,4.032816,2.945805,0.380708,0.518132,0.299126
1244086746.666000,9.355826,1.974903,2.035972,0.374349,4.033178,2.946457,0.381456,0.518558,0.299792
1244086746.686000,9.351094,1.977889,2.034789,0.374680,4.033503,2.947100,0.382198,0.518954,0.300384
1244086746.706000,9.346360,1.980894,2.033615,0.374955,4.033801,2.947729,0.382890,0.519374,0.300969
1244086746.726000,9.341625,1.983920,2.032451,0.375390,4.034115,2.948373,0.383662,0.519839,0.301601
1244086746.746000,9.336890,1.986947,2.031297,0.375803,4.034451,2.949006,0.384366,0.520258,0.302011
1244086746.766000,9.332155,1.989993,2.030152,0.376245,4.034781,2.949634,0.385108,0.520663,0.302514
1244086746.786000,9.327417,1.993060,2.029016,0.376738,4.035147,2.950265,0.385884,0.521004,0.302989
1244086746.806000,9.322678,1.996145,2.027891,0.377099,4.035504,2.950884,0.386648,0.521411,0.303533
1244086746.826000,9.317937,1.999251,2.026775,0.377453,4.035851,2.951510,0.387502,0.521828,0.304234
1244086746.846000,9.313198,2.002356,2.025670,0.377856,4.036243,2.952142,0.388280,0.522220,0.304780
1244086746.866000,9.308458,2.005478,2.024575,0.378138,4.036623,2.952760,0.389039,0.522585,0.305334
1244086746.886000,9.303715,2.008620,2.023491,0.378486,4.037025,2.953386,0.389773,0.522947,0.305874
1244086746.906000,9.298971,2.011780,2.022418,0.378845,4.037408,2.954003,0.390539,0.523305,0.306418
1244086746.926000,9.294225,2.014960,2.021355,0.379213,4.037763,2.954612,0.391279,0.523759,0.306889
1244086746.946000,9.289481,2.018139,2.020303,0.379649,4.038112,2.955235,0.391995,0.524178,0.307502
1244086746.966000,9.284736,2.021336,2.019261,0.379961,4.038423,2.955841,0.392723,0.524600,0.308138
1244086746.986000,9.279989,2.024553,2.018231,0.380283,4.038727,2.956445,0.393422,0.525044,0.308608
1244086747.006000,9.275241,2.027789,2.017211,0.380695,4.039025,2.957047,0.394143,0.525449,0.309184
1244086747.026000,9.270491,2.031045,2.016202,0.381140,4.039287,2.957656,0.394778,0.525816,0.309728
1244086747.046000,9.265740,2.034322,2.015202,0.381612,4.039568,2.958279,0.395494,0.526198,0.310260
1244086750.056000,9.264981,2.033880,2.013915,0.381381,4.039389,2.958782,0.395245,0.525832,0.310281
1244086750.076000,9.264228,2.033442,2.012629,0.381130,4.039207,2.959276,0.395011,0.525470,0.310316
1244086750.096000,9.263480,2.033005,2.011343,0.380880,4.039016,2.959754,0.394758,0.525106,0.310396
1244086750.116000,9.262737,2.032571,2.010057,0.380668,4.038844,2.960235,0.394508,0.524743,0.310479
1244086750.136000,9.262000,2.032139,2.008771,0.380447,4.038666,2.960716,0.394263,0.524380,0.310489
1244086750.156000,9.261267,2.031708,2.007485,0.380186,4.038451,2.961182,0.394010,0.524021,0.310407
1244086750.176000,9.260538,2.031278,2.006200,0.379951,4.038268,2.961653,0.393759,0.523660,0.310364
1244086750.196000,9.259815,2.030850,2.004915,0.379709,4.038059,2.962123,0.393517,0.523299,0.310349
1244086750.216000,9.259097,2.030423,2.003631,0.379475,4.037827,2.962610,0.393285,0.522940,0.310334
1244086750.236000,9.258384,2.029998,2.002348,0.379228,4.037551,2.963085,0.393039,0.522582,0.310360
1244086750.256000,9.257674,2.029572,2.001066,0.378968,4.037252,2.963528,0.392804,0.522224,0.310353
1244086750.276000,9.256969,2.029148,1.999785,0.378722,4.036977,2.964005,0.392569,0.521866,0.310404
1244086750.296000,9.256270,2.028725,1.998505,0.378465,4.036691,2.964458,0.392323,0.521510,0.310387
1244086750.316000,9.255576,2.028301,1.997226,0.378210,4.036389,2.964890,0.392081,0.521154,0.310267
1244086750.336000,9.254887,2.027878,1.995949,0.377953,4.036127,2.965338,0.391848,0.520803,0.310172
1244086750.356000,9.254201,2.027455,1.994672,0.377695,4.035828,2.965773,0.391620,0.520449,0.310043
1244086750.376000,9.253521,2.027032,1.993398,0.377443,4.035504,2.966182,0.391380,0.520095,0.309904
1244086750.396000,9.252846,2.026609,1.992124,0.377189,4.035303,2.966594,0.391150,0.519743,0.309753
1244086750.416000,9.252177,2.026185,1.990850,0.376934,4.035103,2.967006,0.390914,0.519393,0.309695
1244086750.436000,9.251511,2.025762,1.989578,0.376679,4.034919,2.967417,0.390672,0.519041,0.309557
1244086750.456000,9.250850,2.025338,1.988306,0.376424,4.034768,2.967815,0.390434,0.518693,0.309478
1244086750.476000,9.250195,2.024913,1.987034,0.376171,4.034632,2.968217,0.390205,0.518342,0.309349
1244086750.496000,9.249545,2.024488,1.985763,0.375932,4.034520,2.968634,0.389963,0.517993,0.309364
1244086750.516000,9.248901,2.024062,1.984492,0.375687,4.034384,2.969037,0.389727,0.517644,0.309392
1244086750.536000,9.248260,2.023635,1.983220,0.375434,4.034258,2.969431,0.389491,0.517296,0.309408
1244086750.556000,9.247625,2.023208,1.981949,0.375182,4.034123,2.969815,0.389254,0.516951,0.309447
1244086750.576000,9.246995,2.022778,1.980678,0.374931,4.033940,2.970181,0.389019,0.516604,0.309542
1244086750.596000,9.246371,2.022348,1.979408,0.374680,4.033773,2.970559,0.388784,0.516268,0.309516
1244086750.616000,9.245752,2.021917,1.978138,0.374430,4.033543,2.970928,0.388539,0.515922,0.309687
1244086750.636000,9.245135,2.021484,1.976869,0.374188,4.033288,2.971289,0.388305,0.515578,0.309824
1244086750.656000,9.244524,2.021049,1.975601,0.373953,4.033012,2.971643,0.388073,0.515234,0.309972
1244086750.676000,9.243918,2.020612,1.974335,0.373731,4.032713,2.971994,0.387829,0.514892,0.310019
1244086750.696000,9.243317,2.020173,1.973070,0.373505,4.032433,2.972327,0.387596,0.514552,0.310060
